OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,T & 10,DN,DIST,YARD LN,FZ,GN/LS,POST SACK,SERIES END,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,ROUTE CONCEPT,ROUTE 2,RESULT,BC,GAP,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,LAUNCH PT,LAUNCH TIME,ESCAPE PTS,2&10,PEN +/-,PENALTY
King's College,D,131,3,17,M,,3,1,1,GOALLINE,0,,FIELD GOAL,,12,,SLOT UND,LT,,I,21,Run,,POWER,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,139,3,18,M,,0,10,-12,UPFIELD,0,,,,11,,TOM,RT,,WK,31,Pass,,,,,,COMEBACK OUT,,Scramble,,,,3,62AF,OVER,,,,,,,,
King's College,D,140,3,18,M,,2,10,-12,UPFIELD,4,,,,11,,TREY,LT,,WK,31,Run,,PUNCH,,,,,,Rush,Q,B,,,,OVER,,,,,,,,
King's College,D,141,3,18,M,,3,6,-16,UPFIELD,6,,,,11,,TOM,LT,,STRONG,31,Run,,Q BOSS,,,,,,Rush,T,A,,,,OVER,,,,,,,,
King's College,D,142,3,18,L,,1,10,-22,UPFIELD,0,,,,12,,UNB TOM UND,RT,,I,30,Run,,ISO,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,143,3,18,L,,2,10,-22,UPFIELD,0,,,,12,,TEX,LT,,WK,31,Pass,,SOP,,R,,FLOOD,,Incomplete,,,3,1,SPRINT,OVER,,,7ROOP,250,ROOP,,,
King's College,D,144,3,18,L,,3,10,-22,UPFIELD,0,,PUNT,,20,,TOM OFF,RT,,STRONG,31,Run,TRICK,SHOVEL,,L,,,,Complete,Y,,2,4,,OVER,,,,,,,,
King's College,D,149,4,18,R,,0,10,-37,UPFIELD,18,,,,11,,TREY,RT,,I,31,Pass,,NAKED,,R,,OVER,,Complete,Y,,3,1,NAKED,OVER,,,9RT,338,,,,
King's College,D,150,4,18,R,,2,3,-45,MIDFIELD,7,,,,12,,ACE UND,LT,,DOT,22,Run,,Q SNEAK,,R,,,,Rush,Q,A,,,,OVER,,,,,,,,
King's College,D,151,4,18,R,,1,10,48,MIDFIELD,1,,,,12,,TEX,RT,,WK,31,Run,,PUNCH,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,152,4,18,R,,2,9,47,MIDFIELD,0,,,,12,,SLOT UND,RT,,I,21,Pass,,NAKED,,R,,CROSS,,Scramble,,,,3,NAKED,OVER,,,,ROOP,,,,
King's College,D,153,4,18,R,,3,9,47,MIDFIELD,18,,,,11,,TREY,RT,,WK,31,Run,,POWER RD,,R,,,,Rush,T,D,,,,OVER,,,,,,,,
King's College,D,154,4,18,R,,1,10,29,GREEN ZONE,1,,,,12,,UNB TOM UND,LT,,I,30,Run,,BOSS,,L,,,,Rush,T,D,,,,OVER,,,,,,,,
King's College,D,155,4,18,L,,2,8,28,GREEN ZONE,1,,,,12,,SLOT UND,LT,,I,21,Run,,POWER,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,156,4,18,M,,3,7,27,GREEN ZONE,6,,,,11,,TOM,LT,,STRONG,31,Run,,Q DRAW,,L,,,,Rush,Q,B,,,,OVER,,,,,,,,
King's College,D,157,4,18,R,,4,2,21,RED ZONE,2,,TD,,22,,BOX OFF UND,RT,,I,21,Pass,,PAP,ISO,R,,OVER VERT,,Complete,Y,,9,0,73F,OVER,,,10RT,282,,,,
King's College,D,167,4,19,R,,0,10,45,MIDFIELD,7,,,,22,,BOX UND,RT,,QUEEN,21,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,168,4,19,M,,2,3,38,GREEN ZONE,0,,,,22,,BOX UND,RT,,KING,21,Run,,ISO,,R,,,,Rush,T,A,,,,OVER,,,,,,,,
King's College,D,169,4,19,M,,3,3,38,GREEN ZONE,0,,PUNT,,22,,BOX UND,LT,,QUEEN,12,Run,,BOSS,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
King's College,D,178,4,20,L,,0,10,38,GREEN ZONE,4,,,,22,,BOX UND,RT,,QUEEN,12,Run,,ISO,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
King's College,D,179,4,20,L,,2,6,34,GREEN ZONE,2,,,,22,,BOX UND,LT,,QUEEN,21,Run,,DUO,,R,,,,Rush,T,C,,,,OVER,,,,,,,,
King's College,D,180,4,20,L,,3,3,32,GREEN ZONE,4,,,,22,,BOX UND,LT,,I,21,Run,,DIVE,,R,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,2,1,1,M,,0,10,-30,UPFIELD,2,,,,21,J JET,SLOT TY,LT,,WK,22,Run,,POWER,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,3,1,1,L,,2,8,-32,UPFIELD,2,,,,21,,PRO UND,LT,YES,I,12,Run,,POWER,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,4,1,1,L,,3,6,-34,UPFIELD,12,,,,20,,FOX UND,RT,,I,21,Run,,ISO,,R,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,5,1,1,L,,1,10,-46,MIDFIELD,24,,,,20,,FOX,RT,,SPLIT,21,Pass,,5 STEP,,L,,COMEBACKS,,Complete,Z,,9,2,73B,OVER,,,7ROOP,406,ROOP,,,
FDU,D,6,1,1,R,,1,10,30,GREEN ZONE,4,,,,20,,FOX UND,LT,,I,21,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,8,1,1,R,,3,11,31,GREEN ZONE,10,,,,21,,SLOT UND,RT,,I,21,Pass,RPO,BUBBLE,,L,BUB,BUBBLE,,Complete,J,,1,2,,OVER,,,3OC,97,,,,
FDU,D,9,1,1,L,,4,1,21,RED ZONE,3,,,,21,J JET,SLOT TY,RT,,WK,22,Pass,,NAKED,,R,,COMEBACK,,Complete,Z,,3,1,73ABS,OVER,,,10ROOP,456,ROOP,,,
FDU,D,10,1,1,R,,1,10,18,RED ZONE,-2,,,,21,,PRO UND,RT,,I,21,Run,,BOSS,,R,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,11,1,1,R,,2,12,20,RED ZONE,4,,,,12,,TEX,RT,,WK,31,Pass,,SOP,,L,,COMEBACK WHEEL,,Incomplete,,,7,4,SPRINT,OVER,,,5LOOP,356,LOOP,,,
FDU,D,12,1,1,R,,3,8,16,RED ZONE,8,,,,21,,PRO UND,LT,,I,21,Pass,RPO,BUBBLE,,L,BUB,BUBBLE,,Complete,J,,1,4,,OVER,,,3OC,112,,,,
FDU,D,13,1,1,L,,1,10,8,RED ZONE,7,,,,22,TY TRADE,UNB TOM TY,LT,,I,30,Run,,BOSS,,R,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,14,1,1,M,,2,3,1,GOALLINE,1,,TD,,21,,SLOT TY,LT,,I,22,Run,,Q SNEAK,,L,,,,Rush,Q,A,,,,OVER,,,,,,,,
FDU,D,34,1,3,M,T,0,10,-1,BACKED UP,1,,,,12,,ACE UND,RT,,DOT,22,Run,,Q SNEAK,,L,,,,Rush,Q,A,,,,OVER,,,,,,,,
FDU,D,35,1,3,M,,2,9,-2,BACKED UP,3,,,,21,,PRO UND,LT,YES,I,12,Run,,DIVE,,L,,,,Rush,F,A,,,,OVER,,,,,,,,
FDU,D,36,1,3,R,,3,6,-5,BACKED UP,8,,,,21,,UNB TOM UND,RT,,I,30,Pass,,SOP,,R,,CRACK CORNER,OUT,Complete,J,,3,4,SPRINT,OVER,,,6ROOP,231,ROOP,,,
FDU,D,37,2,3,R,,1,10,-13,UPFIELD,6,,,,20,,TOM,LT,,WK,31,Run,,Q BOSS,,R,,,,Rush,Q,E-Alley,,,,OVER,,,,,,,,
FDU,D,38,2,3,R,,2,4,-19,UPFIELD,10,,,,11,,TREY,RT,,WK,31,Pass,,SOP,,L,,FLOOD,,Complete,Z,,4,2,SPRINT,OVER,,,4LOOP,350,LOOP,,,
FDU,D,39,2,3,L,,1,10,-29,UPFIELD,5,,,,21,,SLOT UND,LT,,I,21,Run,,POWER,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,40,2,3,L,,2,5,-34,UPFIELD,11,,,,21,,SLOT UND,LT,,I,21,Run,,POWER,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,41,2,3,L,,1,10,-45,MIDFIELD,2,,,,21,,SLOT UND,LT,,I,21,Run,,ISO,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,42,2,3,L,,2,8,-47,MIDFIELD,6,,,,21,,UNB TOM UND,RT,,I,30,Run,,BOSS,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,43,2,3,L,,3,2,47,MIDFIELD,3,,,,21,,UNB TOM UND,RT,,I,30,Run,,Q SNEAK,,L,,,,Rush,Q,A,,,,OVER,,,,,,,,
FDU,D,44,2,3,L,,1,10,44,MIDFIELD,0,,,,11,,WOLF SIB,RT,,WK,22,Pass,RPO,NOW,IZ,L,BUB,ROCKET,,Complete,X,,1,2,,OVER,,,5OC,125,,,,
FDU,D,45,2,3,L,,2,10,44,MIDFIELD,0,,,,11,,WOLF SIB,RT,,STRONG,22,Pass,,SOP,,R,,COMEBACK GO,CROSS,Incomplete,,,9,4,SPRINT,OVER,,,6ROOP,347,ROOP,,,
FDU,D,46,2,3,L,,3,10,44,MIDFIELD,4,,,,11,,TREY,LT,,WK,31,Run,,POWER RD,,L,,,,Rush,,,,,,OVER,,,,,,,,
FDU,D,57,2,5,R,,0,10,-28,UPFIELD,0,,INT,,21,,SLOT UND,RT,,I,21,Pass,,NAKED,,L,,COMEBACK,WHEEL,Interception,,,,4,NAKED COUNTER TREY,OVER,,,8LOOP,315,LOOP,,,
FDU,D,63,2,7,L,,0,10,-16,UPFIELD,-8,,,,12,,ACE OFF,RT,,STRONG,22,Run,,ISO,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,64,2,7,R,,2,18,-8,UPFIELD,-3,,,,12,,ACE OFF,RT,,STRONG,22,Run,,Q COUNTER,,R,,,,Rush,Q,C,,,,OVER,,,,,,,,
FDU,D,65,2,7,R,,2,21,-5,BACKED UP,6,,,,21,,SLOT UND,LT,,I,21,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,66,2,7,R,,3,15,-11,UPFIELD,22,,,,21,,SLOT UND,LT,,I,21,Run,,ISO,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,67,2,7,R,,1,10,-33,UPFIELD,3,,,,21,,SLOT UND,RT,,I,21,Run,,POWER,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,68,2,7,R,,2,7,-36,UPFIELD,1,,,,12,,ACE OFF,LT,,STRONG,22,Pass,,PAP,POWER,L,,CROSS,WHIP,Incomplete,,,9,4,,OVER,,,8OC,363,,,,
FDU,D,69,2,7,R,,3,6,-37,UPFIELD,-2,,PUNT,,12,,TEX,RT,,WK,31,Run,,POWER RD,,R,,,,Fumble,,,,,,OVER,,,,,,,,
FDU,D,80,2,9,M,,0,10,50,MIDFIELD,-4,,,,11,,TREY,LT,,WK,31,Pass,,5 STEP,,R,,CURLS,,Sack,,,,4,62TF,OVER,,,,,,,,
FDU,D,94,3,10,R,,0,10,-30,UPFIELD,7,,,,21,,UNB TOM UND,LT,,I,30,Run,,BOSS,,R,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,95,3,10,R,,2,3,-37,UPFIELD,3,,,,21,,SLOT UND,RT,,I,21,Run,,POWER,,R,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,96,3,10,R,,1,10,-40,MIDFIELD,14,,,,12,,TEX,RT,,WK,31,Pass,,SOP,,L,,COMEBACKS,,Complete,Z,,4,4,SPRINT,OVER,,,6LOOP,322,LOOP,,,
FDU,D,97,3,10,L,,1,10,46,MIDFIELD,2,,,,21,,PRO UND,LT,,I,21,Run,,POWER,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,98,3,10,L,,2,8,44,MIDFIELD,11,,,,21,,PRO UND,LT,YES,I,12,Run,,ISO,,R,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,99,3,10,L,,1,10,33,GREEN ZONE,13,,,,21,,SLOT UND,LT,,I,21,Pass,,SOP,,R,,RUB OUT,,Complete,J,,3,4,SPRINT,OVER,,,7ROOP,228,ROOP,,,
FDU,D,100,3,10,R,,1,10,20,RED ZONE,2,,,,21,,PRO UND,RT,YES,I,12,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,101,3,10,M,,2,8,18,RED ZONE,0,,,,21,,PRO UND,RT,,I,21,Run,,ISO,,R,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,102,3,10,M,,3,8,18,RED ZONE,13,,,,21,,SLOT UND,RT,,I,21,Pass,,SOP,,L,,RUB OUT,,Complete,J,,4,1,SPRINT,OVER,,,5LOOP,231,LOOP,,,
FDU,D,103,3,10,L,,1,10,5,GOALLINE,3,,,,21,,SLOT UND,LT,,I,21,Run,,POWER,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,104,3,10,L,,2,7,2,GOALLINE,-1,,,,21,,PRO UND,RT,,I,21,Run,,BOSS,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,105,3,10,M,,3,8,3,GOALLINE,0,,FG,,21,,SLOT UND,LT,,I,21,Pass,,3 STEP,,R,,SLANT VERT,,Incomplete,,,6,1,81F,OVER,,,5OC,150,,,,
FDU,D,112,3,12,L,,0,10,-10,UPFIELD,5,,,,12,,TEX,LT,,WK,31,Run,,PUNCH,,L,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,113,3,12,L,,2,5,-15,UPFIELD,27,,,,21,,PRO UND,LT,,I,21,Pass,,NAKED,,R,,WAGGLE,,Complete,X,,9,1,NAKED,OVER,,,7ROOP,503,ROOP,,,
FDU,D,114,3,12,R,,1,10,-42,MIDFIELD,-2,,,,20,,FOX UND,LT,,I,21,Run,,ISO,,L,,,,Rush,Q,C,,,,OVER,,,,,,,,
FDU,D,115,3,12,M,,2,12,-40,MIDFIELD,0,,,,20,,FOX,LT,,SPLIT,21,Run,,Q COUNTER,,R,,,,Rush,Q,C,,,,OVER,,,,,,,,
FDU,D,116,3,12,M,,3,12,-40,MIDFIELD,25,,,,21,,SLOT UND,RT,,I,21,Pass,,SOP,,L,,FLOOD,,Scramble,,,,1,SPRINT,OVER,,,,,LOOP,,,
FDU,D,117,3,12,L,,1,10,35,GREEN ZONE,7,,,,12,X JET,ACE,RT,,STRONG,22,Run,,POWER RD,,R,,,,Rush,X,E-Alley,,,,OVER,,,,,,,,
FDU,D,119,3,12,R,,2,8,33,GREEN ZONE,11,,,,21,,SLOT UND,RT,,I,21,Pass,RPO,BUBBLE,IZ,L,BUB,BUBBLE,,Complete,J,,1,4,,OVER,,,3OC,97,,,,
FDU,D,120,3,12,L,,1,10,22,RED ZONE,9,,,,12,,TEX,LT,,WK,31,Run,,PUNCH,,L,,,,Rush,T,A,,,,OVER,,,,,,,,
FDU,D,121,4,12,L,,2,1,13,RED ZONE,-1,,,,21,,SLOT UND,LT,,I,21,Run,,POWER,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,122,4,12,L,,3,2,14,RED ZONE,10,,,,21,,SLOT UND,LT,,I,21,Pass,,SOP,,R,,RUB OUT,,Scramble,,,,4,SPRINT,OVER,,,,,ROOP,,,
FDU,D,123,4,12,R,,1,10,4,GOALLINE,2,,,,12,,TEX,RT,,WK,31,Pass,,SOP,,L,,SMASH,,Scramble,,,,4,SPRINT,OVER,,,,,LOOP,,,
FDU,D,124,4,12,L,,2,8,2,GOALLINE,2,,TD,,21,,SLOT UND,LT,,I,21,Run,,DIVE,,L,,,,Rush,F,A,,,,OVER,,,,,,,,
FDU,D,133,4,14,L,,0,10,-11,UPFIELD,4,,,,21,,SLOT UND,LT,,I,21,Pass,,SOP,,R,,RUB CORNER OUT,,Scramble,,,,4,SPRINT,OVER,,,,,ROOP,,,
FDU,D,134,4,14,R,,2,6,-15,UPFIELD,7,,,,21,,PRO UND,RT,YES,I,12,Run,,ISO,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,135,4,14,L,,1,10,-22,UPFIELD,3,,,,12,,TEX,LT,,WK,31,Run,,Q ISO,,R,,,,Rush,Q,B,,,,OVER,,,,,,,,
FDU,D,136,4,14,R,,2,7,-25,UPFIELD,5,,,,21,,SLOT UND,RT,,I,21,Pass,RPO,BUBBLE,IZ,L,BUB,BUBBLE,,Complete,J,,1,4,,OVER,,,3OC,107,,,,
FDU,D,137,4,14,L,,3,2,-30,UPFIELD,0,,PUNT,,21,,SLOT UND,LT,,I,21,Pass,,SOP,,R,,COMEBACKS,,Scramble,,,,3,SPRINT,OVER,,,,,,ROOP,,
FDU,D,145,4,16,L,,0,10,-20,UPFIELD,4,,,,20,,FOX,RT,,SPLIT,21,Run,,ISO,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,146,4,16,M,,2,6,-24,UPFIELD,11,,,,20,,TOM OFF,RT,,STRONG,31,Pass,,SOP,,R,,FLOOD,,Complete,Y,,3,4,SPRINT,OVER,,,4ROOP,290,ROOP,,,
FDU,D,147,4,16,R,,1,10,-35,UPFIELD,16,,,,20,,FOX,LT,,SPLIT,21,Pass,,3 STEP,,L,,OUT VERT,,Complete,J,,4,3,71F,OVER,,,5OC,218,,,,
FDU,D,148,4,16,L,,1,10,49,MIDFIELD,0,,,,20,,FOX,RT,,SPLIT,21,Pass,,3 STEP,,L,,OUT VERT,,Incomplete,,,1,4,71F,OVER,,,5OC,200,,,,
FDU,D,149,4,16,L,,2,10,49,MIDFIELD,5,,,,20,,FOX,RT,,SPLIT,21,Run,,ISO,,R,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,150,4,16,R,,3,5,44,MIDFIELD,9,,,,20,,TOM OFF,LT,,WK,31,Run,,Q BOSS,,R,,,,Rush,Q,E-Alley,,4,,OVER,,,,,,,,
FDU,D,151,4,16,R,,1,10,35,GREEN ZONE,7,,,,20,,TOM OFF,LT,,STRONG,31,Pass,,SOP,,L,,RUB OUT CORNER,,Scramble,,,,4,SPRINT,OVER,,,,,LOOP,,,
FDU,D,152,4,16,L,,2,3,28,GREEN ZONE,4,,,,20,,FOX,RT,,SPLIT,21,Run,,Q COUNTER,,L,,,,Rush,Q,C,,,,OVER,,,,,,,,
FDU,D,153,4,16,L,,1,10,24,RED ZONE,0,,,,20,,FOX,RT,,SPLIT,21,Pass,,3 STEP,,R,,SWING SLANTS,,Incomplete,,,5,4,50 MAN,OVER,,,5OC,178,,,,
FDU,D,154,4,16,L,,2,10,24,RED ZONE,14,,,,20,,TOM OFF,RT,,STRONG,31,Pass,,SOP,,R,,COMEBACKS,,Complete,Z,,6,4,SPRINT,OVER,,,5ROOP,293,ROOP,,,
FDU,D,155,4,16,R,,1,10,10,RED ZONE,1,,,,20,,FOX UND,LT,,I,21,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,156,4,16,R,,2,9,9,RED ZONE,0,,,,20,,FOX,LT,,SPLIT,21,Pass,,3 STEP,,L,,OUT VERT,,Incomplete,,,1,4,71F,OVER,,,5OC,188,,,,
FDU,D,157,4,16,R,,3,9,9,RED ZONE,9,,,,20,,FOX,LT,,SPLIT,21,Pass,,5 STEP,,R,,SWING SLANTS,,Scramble,,,,4,50 MAN,OVER,,,,,RB,,,
FDU,D,158,4,16,R,,4,1,1,GOALLINE,1,,TD,,20,,FOX UND,LT,,I,21,Run,,Q SNEAK,,L,,,,Rush,Q,A,,,,OVER,,,,,,,,
FDU,D,162,4,17,R,T,0,10,-32,UPFIELD,7,,,,20,,FOX UND,LT,,I,21,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,163,4,17,L,,2,3,-39,UPFIELD,6,,,,20,,TOM OFF,RT,,STRONG,31,Run,,Q BOSS,,R,,,,Rush,,,,,,OVER,,,,,,,,
FDU,D,164,4,17,M,,1,10,-45,MIDFIELD,14,,,,10,,WIDE BUNCH,RT,,STRONG,31,Pass,,SOP,,R,,SWITCH SMASH,,Complete,Z,,6,4,SPRINT,OVER,,,7ROOP,244,ROOP,,,
FDU,D,165,4,17,R,,1,10,41,MIDFIELD,0,,,,10,,WIDE BUNCH,LT,,STRONG,31,Pass,,3 STEP,,R,,CHAIR,,Incomplete,,,6,4,60 MAN,OVER,,,5OC,178,,,,
FDU,D,166,4,17,R,,2,10,41,MIDFIELD,0,,,,10,,WIDE BUNCH,LT,,STRONG,31,Pass,,SOP,,L,,WHEEL CURL,,Incomplete,,,7,4,SPRINT,OVER,,,7LOOP,369,LOOP,,,
FDU,D,173,5,18,R,,0,10,25,RED ZONE,6,,,,12,T JUMP,TEX,RT,,WK,31,Run,,Q BOSS,,L,,,,Rush,Q,D,,,,OVER,,,,,,,,
FDU,D,174,5,18,L,,2,4,19,RED ZONE,1,,,,21,,UNB TOM UND,RT,,I,30,Run,,ISO,,L,,,,Rush,T,B,,,,OVER,,,,,,,,
FDU,D,175,5,18,L,,3,3,18,RED ZONE,0,,,,12,,TEX,RT,,WK,31,Pass,,SOP,,R,,FLOOD,,Incomplete,,,6,3,SPRINT,OVER,,,3ROOP,291,ROOP,,,
FDU,D,176,5,18,L,,4,3,18,RED ZONE,0,,FG,,12,,TEX UND,LT,,DOT,31,,,,,,,,,,,,,,,,,,,,,,,
FDU,D,178,5,19,R,,0,10,25,RED ZONE,4,,,,21,,PRO UND,LT,,I,21,Run,,ISO,,L,,,,Rush,T,C,,,,OVER,,,,,,,,
FDU,D,179,5,19,M,,2,6,21,RED ZONE,0,,,,21,,PRO UND,LT,,I,21,Pass,,SOP,,L,,OUT COMEBACK GO,,Scramble,,,,4,SPRINT,OVER,,,,,LOOP,,,
FDU,D,180,5,19,L,,3,6,21,RED ZONE,5,S,,,21,,SLOT UND,LT,,I,21,Pass,RPO,BUBBLE,IZ,R,BUB,BUBBLE,,Complete,J,,3,4,,OVER,,,3OC,113,,,,
FDU,D,181,5,19,R,,4,1,16,RED ZONE,11,,,,21,,SLOT UND,RT,,I,21,Pass,,BUBBLE,,L,,BUBBLE,,Complete,J,,1,4,,OVER,,,3OC,115,,,,
FDU,D,182,5,19,L,,1,10,5,GOALLINE,0,,FUMBLE,,21,,PRO UND,RT,,I,21,Run,,ISO,,R,,,,Fumble,T,,,,,OVER,,,,,,,,
