OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,T & 10,DN,DIST,YARD LN,GN/LS,SERIES END,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,ROUTE CONCEPT,ROUTE 2,RESULT,GAP,BC,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,POST SACK,LAUNCH PT,LAUNCH TIME,ESCAPE PTS,2&10,PEN +/-,PENALTY
MISERICORDIA,D,7,1,1,L,,4,4,19,-11,,RED ZONE,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,R,,VERTS,,Scramble,,Q,,1,50 MAN,CAT,,,,,,ROOP,,,O-Holding
MISERICORDIA,D,8,1,1,M,,4,15,24,0,DOWNS,RED ZONE,,1,,EMPTY,RT,,EMPTY,32,Pass,,3 STEP,,L,,STICK,VERT,Incomplete,,X,7,0,50 MAN,INDIAN,,,,7OC,172,,,,
MISERICORDIA,D,14,1,3,M,,1,10,-23,16,,UPFIELD,,10,,TRIPS,LT,,WK,31,Run,,PUNCH,,L,,,,Rush,A,T,,,,CAT,,,,,,,,,
MISERICORDIA,D,16,1,3,R,,1,10,-40,0,,MIDFIELD,,10,,EMPTY,LT,,EMPTY,32,Pass,,5 STEP,,L,,STICK,,Incomplete,,,2,3,60TB,,,,,6OC,112,,,,
MISERICORDIA,D,17,1,3,R,,2,10,-40,26,,MIDFIELD,,11,,FOX,LT,,TRUCK,21,Pass,RPO,IZ,,R,,BUBBLE/SLANT,,Complete,,Z,5,0,,,,,,5LG,281,,,,
MISERICORDIA,D,18,1,3,R,,1,10,33,7,,GREEN ZONE,,11,,TOM OFF,LT,,WK,31,Run,,Q COUNTER,,R,,,,Rush,C,Q,,,,,,,,,,,,,
MISERICORDIA,D,20,1,3,R,,2,3,27,-5,,GREEN ZONE,,1,,EMPTY,LT,,EMPTY,32,Run,,Q POWER,,L,,,,Rush,C,Q,,,,,,,,,,,,,
MISERICORDIA,D,21,1,3,R,,1,10,24,-5,,RED ZONE,,11,,TOM,LT,,STRONG,31,Run,,PUNCH,,L,,,,Rush,B,T,,,,,,,,,,,,,
MISERICORDIA,D,22,1,3,L,,2,15,29,0,,GREEN ZONE,,11,,WOLF OFF,LT,,STRONG,22,Pass,RPO,OZ G,,R,,VERTS,,Incomplete,,Y,7,3,,,,,,6RG,163,,,,
MISERICORDIA,D,23,1,3,L,,3,15,29,0,,GREEN ZONE,,2,,EMPTY,RT,,EMPTY,32,Pass,,5 STEP,,R,,VERTS,OUT,Incomplete,,Y,6,2,60AF,,,,,4RG,378,,,,
MISERICORDIA,D,24,1,3,L,,4,15,28,-5,,GREEN ZONE,,11,,WOLF,LT,,WK,23,Pass,,5 STEP,,R,,SMASH RETURN,,,,,,,60AF,,,,,,,,,,FALSE START
MISERICORDIA,D,25,1,4,L,,4,20,29,0,DOWNS,GREEN ZONE,,11,,WOLF,LT,,WK,23,Pass,,5 STEP,,R,,SMASH RETURN,,Scramble,,Q,,3,60AF,,,,,,,ROOP,,,
MISERICORDIA,D,30,1,6,R,,1,10,-27,13,,UPFIELD,,12,,TEX OFF,RT,,STRONG,31,Run,,IZ,BASE,L,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,31,1,6,R,,1,10,-41,5,,MIDFIELD,,11,,WOLF OFF,LT,,STRONG,23,Run,,OZ G,,L,,,,Rush,D,T,,,,,,,,,,,,,
MISERICORDIA,D,32,1,6,L,,2,5,-46,-4,,MIDFIELD,,11,,WOLF OFF,LT,,STRONG,23,Run,,OZ G,,R,,,,Rush,D,T,,,,,,,,,,,,,
MISERICORDIA,D,33,1,6,R,,3,9,-42,0,PUNT,MIDFIELD,,11,J ACROSS,TOM,LT,,WK,31,Pass,,5 STEP,,L,,VERTS RETURN,,Incomplete,,Z,7,1,60AF,,,,,8OC,212,,,,
MISERICORDIA,D,39,1,8,R,,1,10,50,8,,MIDFIELD,,11,,TOM,LT,,STRONG,31,Run,,IZ,,R,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,40,1,8,M,,2,2,43,11,,MIDFIELD,,10,,DBLS,RT,,WK,22,Pass,RPO,IZ,,L,,SLANTS,,Complete,,J,5,3,60AB,,,,,5OC,128,,,,
MISERICORDIA,D,41,1,8,M,,1,10,36,12,,GREEN ZONE,,10,,DBLS,RT,,WK,22,Pass,,5 STEP,,L,,SLANT/HITCH,,Complete,,J,5,1,60AF,,,,,6OC,135,,,,
MISERICORDIA,D,42,1,8,M,,1,10,19,19,TD,RED ZONE,,10,,DBLS,RT,,WK,22,Pass,,3 STEP,,R,,VERT,OUT,TD,,X,9,1,60AF,,,,,6OC,128,,,,
MISERICORDIA,D,49,2,10,L,,1,10,-48,4,,MIDFIELD,,11,,WOLF,LT,,STRONG,23,Pass,,5 STEP,,L,,VERTS,,Complete,,T,4,3,50AF,,,,,7OC,228,,,,
MISERICORDIA,D,50,2,10,L,,2,6,48,30,,MIDFIELD,,11,,WOLF,LT,,WK,22,Run,,OZ G,,L,,,,Rush,D,T,,,,,,,,,,,,,
MISERICORDIA,D,51,2,10,L,,1,10,12,3,,RED ZONE,,11,,WOLF,LT,,STRONG,23,Run,,PUNCH,,L,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,52,2,10,L,,2,7,14,-2,,RED ZONE,,12,,UNB TOM TY,RT,,PISTOL,,Run,,TOSS,,R,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,53,2,10,R,,3,9,16,-5,,RED ZONE,,10,,DBLS,LT,,WK,22,Pass,,3 STEP,,R,,SLANTS,,Complete,,X,6,1,60AF,,,,,6OC,150,,,,O-Block in the Back
MISERICORDIA,D,54,2,10,L,,3,14,21,0,,RED ZONE,,11,,TOM OFF,RT,,STRONG,31,Pass,,SOP,,R,,FLOOD,,Incomplete,,X,9,0,REACH,,,,,8RT,209,,,,
MISERICORDIA,D,55,2,10,L,,4,14,21,0,DOWNS,RED ZONE,,10,S ACROSS,TRIPS,RT,,WK,31,Pass,,5 STEP,,L,,VERTS,,Incomplete,,X,7,1,60AF,,,,,8LG,172,,,,
MISERICORDIA,D,62,2,12,R,,1,10,-41,9,,MIDFIELD,,11,,WOLF,RT,,STRONG,23,Pass,,3 STEP,,L,,HITCH,,Complete,,Z,4,3,63AF,,,,,6OC,134,,,,
MISERICORDIA,D,63,2,12,L,,2,1,-49,-11,,MIDFIELD,,10,,DBLS,RT,,STRONG,22,Run,RPO,IZ,,L,,,,Rush,A,T,,,,,,,,,,,,,
MISERICORDIA,D,64,2,12,L,,2,12,-39,-5,,UPFIELD,,11,,TOM OFF,RT,,STRONG,31,,,,,,,,,,,,,,,,,,,,,,,,FALSE START
MISERICORDIA,D,65,2,12,L,,2,17,-34,-5,,UPFIELD,,11,,TOM,RT,,STRONG,31,Pass,RPO,OZ,,L,,BUBBLE/SLANTS,,Complete,,Y,5,,,,,,,6LG,172,,,,O-Illegal Participation
MISERICORDIA,D,66,2,12,L,,2,22,-29,11,,UPFIELD,,10,,DBLS,RT,,WK,22,Pass,,3 STEP,,R,,SLANTS,HITCH,Complete,,Z,6,3,60AF,,,,,6OC,141,,,,
MISERICORDIA,D,67,2,12,R,,3,11,-40,0,INT,UPFIELD,,10,S ACROSS,TRIPS,LT,,WK,31,Pass,,5 STEP,,R,,VERTS,,Interception,,J,7,1,60AF,,,,,8LG,530,,,,
MISERICORDIA,D,75,2,14,M,,1,10,-24,0,,UPFIELD,,11,,WOLF,RT,,STRONG,22,Pass,,5 STEP,,R,,VERTS,,Complete,,Y,9,3,50AF,,,,,6RT,232,,,,
MISERICORDIA,D,76,2,14,R,,1,10,-28,23,,UPFIELD,,11,,WOLF,RT,,WK,22,Pass,,5 STEP,,R,,COMEBACK,,Complete,,T,,2,60AB,,,,,,,RA,,,
MISERICORDIA,D,77,2,14,M,,1,10,-46,16,,MIDFIELD,,10,,DBLS,RT,,STRONG,22,Pass,,3 STEP,,L,,SLANT/ RETURN,DIG,Complete,,Z,8,3,60AB,,,,,2ROOP,272,,,,
MISERICORDIA,D,78,2,14,R,,1,10,38,11,,GREEN ZONE,,10,,DBLS,LT,,WK,22,Pass,,3 STEP,,R,,HITCH,,Complete,,Z,6,1,60AF,,,,,6OC,134,,,,
MISERICORDIA,D,79,2,14,R,,1,10,27,-1,,GREEN ZONE,,10,,DBLS,LT,,WK,22,Pass,,5 STEP,,L,,SLANT RETURN,DIG,Complete,,T,1,1,60AF,,,,,6LG,5,,,,
MISERICORDIA,D,80,2,14,L,,2,11,28,19,,GREEN ZONE,,10,,DBLS,RT,,WK,22,Pass,,3 STEP,,R,,SLANTS,,Complete,,X,7,1,60AF,,,,,1LT,344,LB,,,
MISERICORDIA,D,81,2,14,L,,1,9,9,2,,RED ZONE,,10,,DBLS,RT,,WK,22,Pass,,3 STEP,,R,,HITCH,,Complete,,J,2,1,60AF,,,,,6OC,135,,,,
MISERICORDIA,D,82,2,14,R,,2,7,7,0,,RED ZONE,,10,,DBLS,LT,,WK,22,Pass,,3 STEP,,R,,VERT,OUT,Incomplete,,J,6,1,60AFS,,,,,6OC,134,,,,
MISERICORDIA,D,83,2,14,R,,3,7,7,7,TD,RED ZONE,,12,Z JET,UNB SLOT STACKED,RT,,KING,,Run,,POWER,READ,L,,,,Rush,C,Q,,,,,,,,,,,,,
MISERICORDIA,D,92,3,17,L,,1,10,-36,6,,MIDFIELD,,10,,DBLS,RT,,WK,22,Pass,RPO,IZ,,L,,SLANT,OUT,Complete,,Y,1,2,60AFS,,,,,6LG,153,,,,
MISERICORDIA,D,93,3,17,L,,2,4,-42,-23,,MIDFIELD,,11,,TOM OFF,RT,,WK,31,Run,,OZ,,R,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,94,3,17,R,,2,27,-19,0,,UPFIELD,,12,,ACE,LT,,STRONG,22,Pass,,3 STEP,,L,,HITCH,,Incomplete,,Z,4,2,60AF,,,,,6OC,166,,,,O-Personal Foul
MISERICORDIA,D,95,3,17,R,,3,27,-19,-6,DOWNS,UPFIELD,,11,,TOM OFF,LT,,STRONG,31,Pass,,5 STEP,,L,,DBL POST,OUT,Sack,,,,3,60AB,,,,,,,,,,
MISERICORDIA,D,100,3,19,L,,1,10,38,4,,GREEN ZONE,,11,,TOM,RT,,STRONG,31,Run,,IZ,,L,,,,Rush,A,T,,,,,,,,,,,,,
MISERICORDIA,D,101,3,19,R,,2,6,34,1,,GREEN ZONE,,11,,TOM OFF,LT,,WK,31,Run,,IZ,BASE,L,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,102,3,19,R,,3,5,33,17,,GREEN ZONE,,10,,TRIPS,LT,,WK,31,Pass,,5 STEP,,L,,CHAIR,,Scramble,,,,3,60AF,,,,,,,ROOP,,,
MISERICORDIA,D,103,3,19,R,,1,10,15,0,,RED ZONE,,11,,WOLF,RT,,STRONG,23,Pass,,3 STEP,,L,,SMASH,VERT/OUT,Incomplete,,Z,7,0,50AF,,,,,6OC,125,,,,
MISERICORDIA,D,104,3,19,R,,2,10,15,0,,RED ZONE,,11,,TOM,LT,,WK,31,Pass,,5 STEP,,R,,COMEBACK,,Incomplete,,X,9,1,61TB,,,,,8OC,229,,,,
MISERICORDIA,D,105,3,19,R,,3,10,15,7,,RED ZONE,,11,,WOLF,RT,,STRONG,23,Pass,,5 STEP,,R,,COMEBACK,,Scramble,,,,2,63AFS,,,,,,,LA,,,
MISERICORDIA,D,106,3,19,R,,4,3,9,0,DOWNS,RED ZONE,,31,,BONE,RT,,BONE,,Run,,DUO,,R,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,118,3,21,M,,1,10,-25,10,,UPFIELD,,11,,WOLF,LT,,STRONG,23,Pass,,5 STEP,,L,,SMASH,VERT/OUT,Complete,,T,1,3,50 MAN,,,,,8LG,181,,,,
MISERICORDIA,D,119,3,21,L,,1,10,-35,-5,,UPFIELD,,11,,TOM OFF,RT,,WK,31,,,,,,,,,,,,,,,,,,,,,,,,FALSE START
MISERICORDIA,D,120,3,21,L,,1,15,-30,24,,UPFIELD,,10,,DBLS,RT,,WK,22,Pass,,5 STEP,,R,,SLANT,SLANT RETURN/DIG,Complete,,X,9,1,60AF,,,,,5ROOP,491,,,,
MISERICORDIA,D,121,3,21,R,,1,10,46,17,,MIDFIELD,,11,,WOLF OFF,RT,,STRONG,22,Pass,,5 STEP,,R,,COMEBACK,,Complete,,X,9,3,60AB,,,,,5OC,234,,,,
MISERICORDIA,D,122,3,21,R,,1,10,29,12,,GREEN ZONE,,11,,WOLF,RT,,STRONG,23,Pass,,5 STEP,,R,,VERT/OUT,SLANT,Complete,,T,3,2,50 MAN,,,,,8OC,181,,,,
MISERICORDIA,D,123,4,21,R,,1,10,17,11,,RED ZONE,,11,,WOLF,RT,,WK,22,Pass,,T FLAT,,L,B FLAT,,,Complete,,T,2,1,50AB,,,,,8OC,150,,,,
MISERICORDIA,D,124,4,21,L,,1,6,6,3,,RED ZONE,,22,TY TRADE,UND SLOT TY,LT,,I,,Run,,DUO,,L,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,125,4,21,L,,2,3,3,3,TD,GOALLINE,,12,,SLOT,LT,,KING,22,Run,,POWER,,L,,,,Rush,C,T,,,,,,,,,,,,,
MISERICORDIA,D,130,4,23,R,,1,10,44,5,,MIDFIELD,,21,,UNB TOM,RT,YES,TRUCK,,Run,,TOSS,,R,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,131,4,23,R,,2,5,38,6,,GREEN ZONE,,21,,UNB TOM,RT,YES,SPLIT,,Run,,POWER,,R,,,,Rush,D,T,,,,,,,,,,,,,
MISERICORDIA,D,132,4,23,R,,1,10,32,-4,,GREEN ZONE,,21,,UNB UND TOM,RT,YES,I,,Run,,TOSS,,R,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,133,4,23,R,,2,14,36,-15,,GREEN ZONE,,10,,TRIPS,LT,,STRONG,31,Pass,,T SLIP SCREEN,,L,B FLAT,RB OUT,,Complete,,T,1,3,50TFS,,,,,10LG,163,,,,O-Holding
MISERICORDIA,D,134,4,23,R,,2,29,-49,6,,MIDFIELD,,10,,DBLS,LT,,WK,22,Pass,,5 STEP,,L,,SMASH,,Complete,,Z,4,3,63AFS,,,,,8OC,160,,,,
MISERICORDIA,D,135,4,23,L,,3,23,46,26,,MIDFIELD,,10,S ACROSS,TRIPS,RT,,STRONG,31,Pass,,5 STEP,,R,,VERTS,,Complete,,J,9,3,60AB,,,,,8RG,222,,,,
MISERICORDIA,D,137,4,23,R,,1,10,20,0,,RED ZONE,,11,,TOM OFF,LT,,STRONG,31,Pass,,PAP,IZ,L,,VERTS,,Incomplete,,J,8,1,63TFS,,,,,4RT,309,RB,,,
MISERICORDIA,D,138,4,23,R,,2,10,20,-3,,RED ZONE,,10,S ACROSS,TRIPS,LT,,WK,31,Pass,,BUBBLE,,L,,BUBBLE,,Complete,,,1,1,50TFS,,,,,7OC,118,,,,
MISERICORDIA,D,139,4,23,L,,3,13,23,7,,RED ZONE,,11,,TREY,LT,,STRONG,31,Pass,,5 STEP,,R,,FLOOD,,Scramble,,,,3,60AB,,,,,,,LB,,,
MISERICORDIA,D,140,4,23,L,,4,6,16,16,TD,RED ZONE,,11,,WOLF,LT,,WK,23,Pass,,5 STEP,,R,,SMASH,VERT/SWITCH,Complete,,Y,8,0,50 MAN,,,,,4OC,300,,,,
MISERICORDIA,D,155,4,25,L,,1,10,46,3,,MIDFIELD,,11,,TOM OFF,RT,,WK,31,Run,,OZ,,R,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,156,4,25,R,,2,7,43,43,TD,MIDFIELD,,11,,TOM OFF,LT,,STRONG,31,Pass,,5 STEP,,R,,HITCH,,Complete,,X,9,1,70ABS,,,,,5RG,334,,,,
MISERICORDIA,D,164,4,27,L,,1,10,-18,15,,BACKED UP,,11,,TOM OFF,RT,,STRONG,31,Pass,RPO,IZ,,R,,SLANT,OUT,Complete,,Z,5,3,,,,,,7OC,197,,,,
MISERICORDIA,D,165,4,27,R,,1,10,-33,13,,UPFIELD,,11,,TOM OFF,LT,,WK,31,Run,,OZ G,,L,,,,Rush,E-Alley,T,,,,,,,,,,,,,
MISERICORDIA,D,166,4,27,L,,1,10,-46,-5,,MIDFIELD,,11,,TOM OFF,RT,,STRONG,31,Pass,RPO,IZ,,R,,VERT,OUT,Fumble,,,,3,,,,,,,,,,,
